"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"08/01/2000","21","","IS 52","36-005-0110","AQS"
"08/02/2000","37","","IS 52","36-005-0110","AQS"
"08/03/2000","29","","IS 52","36-005-0110","AQS"
"08/04/2000","26","","FORT LEE","34-003-0004","AQS"
"08/05/2000","13","","IS 52","36-005-0110","AQS"
"08/06/2000","30","","IS 52","36-005-0110","AQS"
"08/07/2000","34","","IS 52","36-005-0110","AQS"
"08/08/2000","28","","IS 52","36-005-0110","AQS"
"08/09/2000","35","","IS 52","36-005-0110","AQS"
"08/10/2000","39","","Jersey City Firehouse","34-017-1003","AQS"
"08/11/2000","28","","IS 52","36-005-0110","AQS"
"08/12/2000","13","","IS 52","36-005-0110","AQS"
"08/13/2000","9","","IS 52","36-005-0110","AQS"
"08/14/2000","10","","IS 52","36-005-0110","AQS"
"08/15/2000","15","","IS 52","36-005-0110","AQS"
"08/16/2000","29","","Jersey City Firehouse","34-017-1003","AQS"
"08/17/2000","10","","IS 52","36-005-0110","AQS"
"08/18/2000","17","","IS 52","36-005-0110","AQS"
"08/19/2000","12","","IS 52","36-005-0110","AQS"
"08/20/2000","6","","IS 52","36-005-0110","AQS"
"08/21/2000","11","","IS 52","36-005-0110","AQS"
"08/22/2000","35","","FORT LEE","34-003-0004","AQS"
"08/23/2000","30","","IS 52","36-005-0110","AQS"
"08/24/2000","43","","IS 52","36-005-0110","AQS"
"08/25/2000","19","","IS 52","36-005-0110","AQS"
"08/26/2000","26","","IS 52","36-005-0110","AQS"
"08/27/2000","37","","IS 52","36-005-0110","AQS"
"08/28/2000","56","","FORT LEE","34-003-0004","AQS"
"08/29/2000","15","","IS 52","36-005-0110","AQS"
"08/30/2000","21","","IS 52","36-005-0110","AQS"
"08/31/2000","22","","IS 52","36-005-0110","AQS"
