"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/02/1988","16","","Jersey City Firehouse","34-017-1003","AQS"
"01/04/1988","46","","PS 314","36-047-0052","AQS"
"01/06/1988","18","","Jersey City Firehouse","34-017-1003","AQS"
"01/08/1988","25","","Jersey City Firehouse","34-017-1003","AQS"
"01/10/1988","53","","FORT LEE","34-003-0004","AQS"
"01/12/1988","67","","Jersey City Firehouse","34-017-1003","AQS"
"01/14/1988","22","","Jersey City Firehouse","34-017-1003","AQS"
"01/16/1988","73","","FORT LEE","34-003-0004","AQS"
"01/18/1988","35","","Jersey City Firehouse","34-017-1003","AQS"
"01/20/1988","35","","Jersey City Firehouse","34-017-1003","AQS"
"01/22/1988","45","","MADISON AVE","36-061-0077","AQS"
"01/24/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"01/26/1988","24","","Jersey City Firehouse","34-017-1003","AQS"
"01/28/1988","56","","FORT LEE","34-003-0004","AQS"
"01/30/1988","39","","Jersey City Firehouse","34-017-1003","AQS"
"02/01/1988","49","","Jersey City Firehouse","34-017-1003","AQS"
"02/03/1988","38","","MADISON AVE","36-061-0077","AQS"
"02/05/1988","15","","Jersey City Firehouse","34-017-1003","AQS"
"02/07/1988","21","","Jersey City Firehouse","34-017-1003","AQS"
"02/09/1988","53","","MADISON AVE","36-061-0077","AQS"
"02/11/1988","32","","Jersey City Firehouse","34-017-1003","AQS"
"02/13/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"02/15/1988","51","","MADISON AVE","36-061-0077","AQS"
"02/17/1988","40","","Jersey City Firehouse","34-017-1003","AQS"
"02/19/1988","50","","Jersey City Firehouse","34-017-1003","AQS"
"02/21/1988","20","","Elizabeth Mitchell Bldg","34-039-0006","AQS"
"02/23/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"02/25/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"02/27/1988","45","","FORT LEE","34-003-0004","AQS"
"03/02/1988","43","","Jersey City Firehouse","34-017-1003","AQS"
"03/04/1988","52","","","36-061-0069","AQS"
"03/06/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/08/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/10/1988","41","","MADISON AVE","36-061-0077","AQS"
"03/12/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/14/1988","16","","Jersey City Firehouse","34-017-1003","AQS"
"03/16/1988","51","","","36-119-7001","AQS"
"03/18/1988","33","","Jersey City Firehouse","34-017-1003","AQS"
"03/20/1988","18","","Jersey City Firehouse","34-017-1003","AQS"
"03/22/1988","37","","MADISON AVE","36-061-0077","AQS"
"03/24/1988","50","","Jersey City Firehouse","34-017-1003","AQS"
"03/26/1988","21","","Jersey City Firehouse","34-017-1003","AQS"
"03/28/1988","32","","MADISON AVE","36-061-0077","AQS"
"03/30/1988","23","","Jersey City Firehouse","34-017-1003","AQS"
"04/01/1988","36","","Jersey City Firehouse","34-017-1003","AQS"
"04/03/1988","52","","FORT LEE","34-003-0004","AQS"
"04/05/1988","27","","Jersey City Firehouse","34-017-1003","AQS"
"04/07/1988","30","","Jersey City Firehouse","34-017-1003","AQS"
"04/09/1988","22","","MADISON AVE","36-061-0077","AQS"
"04/11/1988","18","","Jersey City Firehouse","34-017-1003","AQS"
"04/13/1988","29","","Jersey City Firehouse","34-017-1003","AQS"
"04/15/1988","57","","MADISON AVE","36-061-0077","AQS"
"04/17/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"04/19/1988","22","","Jersey City Firehouse","34-017-1003","AQS"
"04/21/1988","52","","MADISON AVE","36-061-0077","AQS"
"04/23/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"04/25/1988","16","","Jersey City Firehouse","34-017-1003","AQS"
"04/27/1988","59","","MADISON AVE","36-061-0077","AQS"
"04/29/1988","20","","Jersey City Firehouse","34-017-1003","AQS"
"05/01/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"05/03/1988","54","","MADISON AVE","36-061-0077","AQS"
"05/05/1988","35","","Jersey City Firehouse","34-017-1003","AQS"
"05/07/1988","28","","Jersey City Firehouse","34-017-1003","AQS"
"05/09/1988","50","","MADISON AVE","36-061-0077","AQS"
"05/11/1988","37","","Jersey City Firehouse","34-017-1003","AQS"
"05/13/1988","39","","Jersey City Firehouse","34-017-1003","AQS"
"05/15/1988","35","","FORT LEE","34-003-0004","AQS"
"05/17/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"05/19/1988","18","","Jersey City Firehouse","34-017-1003","AQS"
"05/21/1988","57","","MADISON AVE","36-061-0077","AQS"
"05/23/1988","53","","Jersey City Firehouse","34-017-1003","AQS"
"05/25/1988","23","","Jersey City Firehouse","34-017-1003","AQS"
"05/27/1988","64","","MADISON AVE","36-061-0077","AQS"
"05/29/1988","26","","Jersey City Firehouse","34-017-1003","AQS"
"05/31/1988","52","","Jersey City Firehouse","34-017-1003","AQS"
"06/02/1988","44","","MADISON AVE","36-061-0077","AQS"
"06/04/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"06/06/1988","20","","Jersey City Firehouse","34-017-1003","AQS"
"06/08/1988","50","","MADISON AVE","36-061-0077","AQS"
"06/10/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"06/12/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"06/14/1988","75","","MADISON AVE","36-061-0077","AQS"
"06/18/1988","51","","Jersey City Firehouse","34-017-1003","AQS"
"06/20/1988","67","","Elizabeth Lab","34-039-0004","AQS"
"06/22/1988","77","","Jersey City Firehouse","34-017-1003","AQS"
"06/24/1988","26","","Jersey City Firehouse","34-017-1003","AQS"
"06/26/1988","41","","","36-061-0069","AQS"
"06/28/1988","29","","Jersey City Firehouse","34-017-1003","AQS"
"06/30/1988","27","","Jersey City Firehouse","34-017-1003","AQS"
"07/02/1988","24","","MADISON AVE","36-061-0077","AQS"
"07/04/1988","51","","Jersey City Firehouse","34-017-1003","AQS"
"07/06/1988","49","","Jersey City Firehouse","34-017-1003","AQS"
"07/08/1988","76","","MADISON AVE","36-061-0077","AQS"
"07/10/1988","59","","Jersey City Firehouse","34-017-1003","AQS"
"07/12/1988","56","","Jersey City Firehouse","34-017-1003","AQS"
"07/14/1988","78","","MADISON AVE","36-061-0077","AQS"
"07/16/1988","56","","Jersey City Firehouse","34-017-1003","AQS"
"07/20/1988","64","","MADISON AVE","36-061-0077","AQS"
"07/26/1988","78","","MADISON AVE","36-061-0077","AQS"
"08/01/1988","78","","MADISON AVE","36-061-0077","AQS"
"08/07/1988","40","","MADISON AVE","36-061-0077","AQS"
"08/11/1988","55","","Jersey City Firehouse","34-017-1003","AQS"
"08/13/1988","69","","","36-061-0069","AQS"
"08/15/1988","61","","Jersey City Firehouse","34-017-1003","AQS"
"08/17/1988","41","","Jersey City Firehouse","34-017-1003","AQS"
"08/19/1988","47","","MADISON AVE","36-061-0077","AQS"
"08/23/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"08/25/1988","72","","MADISON AVE","36-061-0077","AQS"
"08/27/1988","50","","Jersey City Firehouse","34-017-1003","AQS"
"08/29/1988","53","","Jersey City Firehouse","34-017-1003","AQS"
"08/31/1988","51","","MADISON AVE","36-061-0077","AQS"
"09/02/1988","44","","Jersey City Firehouse","34-017-1003","AQS"
"09/04/1988","24","","Jersey City Firehouse","34-017-1003","AQS"
"09/06/1988","38","","MADISON AVE","36-061-0077","AQS"
"09/08/1988","30","","Jersey City Firehouse","34-017-1003","AQS"
"09/10/1988","42","","Jersey City Firehouse","34-017-1003","AQS"
"09/12/1988","51","","MADISON AVE","36-061-0077","AQS"
"09/14/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"09/16/1988","28","","Jersey City Firehouse","34-017-1003","AQS"
"09/18/1988","45","","MADISON AVE","36-061-0077","AQS"
"09/20/1988","23","","Jersey City Firehouse","34-017-1003","AQS"
"09/22/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"09/24/1988","36","","","36-061-0069","AQS"
"09/26/1988","34","","Jersey City Firehouse","34-017-1003","AQS"
"09/28/1988","41","","Jersey City Firehouse","34-017-1003","AQS"
"09/30/1988","56","","MADISON AVE","36-061-0077","AQS"
"10/02/1988","41","","Jersey City Firehouse","34-017-1003","AQS"
"10/04/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"10/06/1988","39","","MADISON AVE","36-061-0077","AQS"
"10/08/1988","14","","Jersey City Firehouse","34-017-1003","AQS"
"10/10/1988","34","","Jersey City Firehouse","34-017-1003","AQS"
"10/12/1988","41","","MADISON AVE","36-061-0077","AQS"
"10/14/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"10/16/1988","51","","Jersey City Firehouse","34-017-1003","AQS"
"10/18/1988","62","","MADISON AVE","36-061-0077","AQS"
"10/20/1988","20","","Jersey City Firehouse","34-017-1003","AQS"
"10/22/1988","7","","Jersey City Firehouse","34-017-1003","AQS"
"10/24/1988","51","","MADISON AVE","36-061-0077","AQS"
"10/26/1988","39","","Jersey City Firehouse","34-017-1003","AQS"
"10/28/1988","41","","Jersey City Firehouse","34-017-1003","AQS"
"10/30/1988","24","","","36-061-0069","AQS"
"11/01/1988","27","","Jersey City Firehouse","34-017-1003","AQS"
"11/03/1988","24","","Jersey City Firehouse","34-017-1003","AQS"
"11/05/1988","49","","","36-061-0069","AQS"
"11/07/1988","15","","Jersey City Firehouse","34-017-1003","AQS"
"11/09/1988","31","","Jersey City Firehouse","34-017-1003","AQS"
"11/11/1988","39","","MADISON AVE","36-061-0077","AQS"
"11/13/1988","16","","Jersey City Firehouse","34-017-1003","AQS"
"11/15/1988","29","","Jersey City Firehouse","34-017-1003","AQS"
"11/17/1988","46","","MADISON AVE","36-061-0077","AQS"
"11/19/1988","17","","Jersey City Firehouse","34-017-1003","AQS"
"11/21/1988","10","","Jersey City Firehouse","34-017-1003","AQS"
"11/23/1988","56","","MADISON AVE","36-061-0077","AQS"
"11/25/1988","25","","Jersey City Firehouse","34-017-1003","AQS"
"11/27/1988","26","","Jersey City Firehouse","34-017-1003","AQS"
"11/29/1988","70","","MADISON AVE","36-061-0077","AQS"
"12/01/1988","27","","Jersey City Firehouse","34-017-1003","AQS"
"12/03/1988","29","","Jersey City Firehouse","34-017-1003","AQS"
"12/05/1988","51","","MADISON AVE","36-061-0077","AQS"
"12/07/1988","46","","Jersey City Firehouse","34-017-1003","AQS"
"12/09/1988","29","","Jersey City Firehouse","34-017-1003","AQS"
"12/11/1988","27","","MADISON AVE","36-061-0077","AQS"
"12/13/1988","53","","Jersey City Firehouse","34-017-1003","AQS"
"12/15/1988","57","","Jersey City Firehouse","34-017-1003","AQS"
"12/17/1988","49","","","34-013-0011","AQS"
"12/19/1988","44","","Jersey City Firehouse","34-017-1003","AQS"
"12/21/1988","38","","Jersey City Firehouse","34-017-1003","AQS"
"12/23/1988","51","","MADISON AVE","36-061-0077","AQS"
"12/25/1988","12","","Jersey City Firehouse","34-017-1003","AQS"
"12/27/1988","19","","Jersey City Firehouse","34-017-1003","AQS"
"12/29/1988","41","","MADISON AVE","36-061-0077","AQS"
"12/31/1988","38","","Jersey City Firehouse","34-017-1003","AQS"
"01/02/1989","34","","Jersey City Firehouse","34-017-1003","AQS"
"01/04/1989","41","","MADISON AVE","36-061-0077","AQS"
"01/06/1989","34","","Jersey City Firehouse","34-017-1003","AQS"
"01/08/1989","18","","Jersey City Firehouse","34-017-1003","AQS"
"01/10/1989","55","","MADISON AVE","36-061-0077","AQS"
"01/12/1989","29","","Jersey City Firehouse","34-017-1003","AQS"
"01/14/1989","21","","Jersey City Firehouse","34-017-1003","AQS"
"01/16/1989","40","","MADISON AVE","36-061-0077","AQS"
"01/18/1989","44","","Jersey City Firehouse","34-017-1003","AQS"
"01/20/1989","32","","Jersey City Firehouse","34-017-1003","AQS"
"01/22/1989","43","","MADISON AVE","36-061-0077","AQS"
"01/24/1989","74","","Jersey City Firehouse","34-017-1003","AQS"
"01/26/1989","34","","Jersey City Firehouse","34-017-1003","AQS"
"01/28/1989","44","","MADISON AVE","36-061-0077","AQS"
"01/30/1989","49","","Jersey City Firehouse","34-017-1003","AQS"
"02/01/1989","48","","Jersey City Firehouse","34-017-1003","AQS"
"02/03/1989","73","","PS 59","36-061-0056","AQS"
"02/05/1989","41","","Jersey City Firehouse","34-017-1003","AQS"
"02/07/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"02/09/1989","54","","","34-023-1006","AQS"
"02/11/1989","44","","Jersey City Firehouse","34-017-1003","AQS"
"02/13/1989","16","","Jersey City Firehouse","34-017-1003","AQS"
"02/15/1989","66","","MADISON AVE","36-061-0077","AQS"
"02/17/1989","18","","Jersey City Firehouse","34-017-1003","AQS"
"02/19/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"02/21/1989","56","","MADISON AVE","36-061-0077","AQS"
"02/23/1989","25","","Jersey City Firehouse","34-017-1003","AQS"
"02/25/1989","17","","Jersey City Firehouse","34-017-1003","AQS"
"02/27/1989","60","","MADISON AVE","36-061-0077","AQS"
"03/03/1989","42","","Jersey City Firehouse","34-017-1003","AQS"
"03/05/1989","46","","MADISON AVE","36-061-0077","AQS"
"03/07/1989","42","","Jersey City Firehouse","34-017-1003","AQS"
"03/09/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/11/1989","56","","MADISON AVE","36-061-0077","AQS"
"03/13/1989","36","","Jersey City Firehouse","34-017-1003","AQS"
"03/15/1989","52","","Jersey City Firehouse","34-017-1003","AQS"
"03/17/1989","58","","","34-023-0001","AQS"
"03/19/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"03/21/1989","19","","Jersey City Firehouse","34-017-1003","AQS"
"03/23/1989","52","","Elizabeth Mitchell Bldg","34-039-0006","AQS"
"03/25/1989","19","","Jersey City Firehouse","34-017-1003","AQS"
"03/27/1989","33","","Jersey City Firehouse","34-017-1003","AQS"
"03/29/1989","61","","MADISON AVE","36-061-0077","AQS"
"03/31/1989","29","","Jersey City Firehouse","34-017-1003","AQS"
"04/02/1989","19","","Jersey City Firehouse","34-017-1003","AQS"
"04/04/1989","71","","MADISON AVE","36-061-0077","AQS"
"04/06/1989","21","","Jersey City Firehouse","34-017-1003","AQS"
"04/08/1989","16","","Jersey City Firehouse","34-017-1003","AQS"
"04/10/1989","52","","","34-023-1006","AQS"
"04/12/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"04/14/1989","26","","Jersey City Firehouse","34-017-1003","AQS"
"04/16/1989","23","","","34-031-0002","AQS"
"04/18/1989","43","","Jersey City Firehouse","34-017-1003","AQS"
"04/20/1989","21","","Jersey City Firehouse","34-017-1003","AQS"
"04/22/1989","57","","","34-023-1006","AQS"
"04/24/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"04/26/1989","36","","Jersey City Firehouse","34-017-1003","AQS"
"04/28/1989","69","","","34-013-0011","AQS"
"04/30/1989","22","","Jersey City Firehouse","34-017-1003","AQS"
"05/02/1989","18","","Jersey City Firehouse","34-017-1003","AQS"
"05/04/1989","52","","MADISON AVE","36-061-0077","AQS"
"05/06/1989","20","","Jersey City Firehouse","34-017-1003","AQS"
"05/08/1989","21","","Jersey City Firehouse","34-017-1003","AQS"
"05/10/1989","44","","MADISON AVE","36-061-0077","AQS"
"05/12/1989","34","","Jersey City Firehouse","34-017-1003","AQS"
"05/14/1989","26","","Jersey City Firehouse","34-017-1003","AQS"
"05/16/1989","66","","","34-023-0001","AQS"
"05/18/1989","53","","Jersey City Firehouse","34-017-1003","AQS"
"05/20/1989","42","","Jersey City Firehouse","34-017-1003","AQS"
"05/22/1989","58","","FORT LEE","34-003-0004","AQS"
"05/24/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"05/26/1989","57","","Jersey City Firehouse","34-017-1003","AQS"
"05/28/1989","26","","","34-023-1006","AQS"
"05/30/1989","58","","Jersey City Firehouse","34-017-1003","AQS"
"06/01/1989","49","","Jersey City Firehouse","34-017-1003","AQS"
"06/03/1989","57","","MADISON AVE","36-061-0077","AQS"
"06/05/1989","44","","Jersey City Firehouse","34-017-1003","AQS"
"06/07/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"06/09/1989","58","","MADISON AVE","36-061-0077","AQS"
"06/11/1989","21","","Jersey City Firehouse","34-017-1003","AQS"
"06/13/1989","47","","Jersey City Firehouse","34-017-1003","AQS"
"06/15/1989","47","","MADISON AVE","36-061-0077","AQS"
"06/17/1989","26","","Jersey City Firehouse","34-017-1003","AQS"
"06/19/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"06/21/1989","64","","MADISON AVE","36-061-0077","AQS"
"06/23/1989","47","","Jersey City Firehouse","34-017-1003","AQS"
"06/25/1989","28","","Jersey City Firehouse","34-017-1003","AQS"
"06/27/1989","79","","MADISON AVE","36-061-0077","AQS"
"06/29/1989","27","","Jersey City Firehouse","34-017-1003","AQS"
"07/01/1989","33","","Jersey City Firehouse","34-017-1003","AQS"
"07/03/1989","70","","MADISON AVE","36-061-0077","AQS"
"07/05/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"07/07/1989","33","","Jersey City Firehouse","34-017-1003","AQS"
"07/09/1989","62","","PS 59","36-061-0056","AQS"
"07/11/1989","29","","Jersey City Firehouse","34-017-1003","AQS"
"07/15/1989","60","","","36-047-0007","AQS"
"07/17/1989","26","","Jersey City Firehouse","34-017-1003","AQS"
"07/19/1989","29","","Jersey City Firehouse","34-017-1003","AQS"
"07/21/1989","62","","MADISON AVE","36-061-0077","AQS"
"07/23/1989","50","","Jersey City Firehouse","34-017-1003","AQS"
"07/25/1989","60","","Jersey City Firehouse","34-017-1003","AQS"
"07/27/1989","87","","MADISON AVE","36-061-0077","AQS"
"07/28/1989","48","","","34-031-2001","AQS"
"07/29/1989","31","","Jersey City Firehouse","34-017-1003","AQS"
"07/31/1989","28","","Jersey City Firehouse","34-017-1003","AQS"
"08/02/1989","76","","MADISON AVE","36-061-0077","AQS"
"08/04/1989","72","","Jersey City Firehouse","34-017-1003","AQS"
"08/06/1989","42","","Jersey City Firehouse","34-017-1003","AQS"
"08/08/1989","55","","MADISON AVE","36-061-0077","AQS"
"08/10/1989","44","","Jersey City Firehouse","34-017-1003","AQS"
"08/12/1989","18","","Jersey City Firehouse","34-017-1003","AQS"
"08/14/1989","70","","MADISON AVE","36-061-0077","AQS"
"08/16/1989","54","","Jersey City Firehouse","34-017-1003","AQS"
"08/18/1989","28","","Jersey City Firehouse","34-017-1003","AQS"
"08/20/1989","52","","MADISON AVE","36-061-0077","AQS"
"08/22/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"08/24/1989","18","","Jersey City Firehouse","34-017-1003","AQS"
"08/26/1989","70","","MADISON AVE","36-061-0077","AQS"
"08/28/1989","36","","Jersey City Firehouse","34-017-1003","AQS"
"08/30/1989","37","","Jersey City Firehouse","34-017-1003","AQS"
"09/01/1989","84","","MADISON AVE","36-061-0077","AQS"
"09/03/1989","12","","Jersey City Firehouse","34-017-1003","AQS"
"09/07/1989","64","","MADISON AVE","36-061-0077","AQS"
"09/09/1989","63","","Jersey City Firehouse","34-017-1003","AQS"
"09/11/1989","50","","Jersey City Firehouse","34-017-1003","AQS"
"09/13/1989","69","","MADISON AVE","36-061-0077","AQS"
"09/15/1989","25","","Jersey City Firehouse","34-017-1003","AQS"
"09/17/1989","22","","Jersey City Firehouse","34-017-1003","AQS"
"09/19/1989","55","","MADISON AVE","36-061-0077","AQS"
"09/21/1989","32","","Jersey City Firehouse","34-017-1003","AQS"
"09/23/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"09/25/1989","45","","MADISON AVE","36-061-0077","AQS"
"09/27/1989","13","","Jersey City Firehouse","34-017-1003","AQS"
"09/29/1989","36","","Jersey City Firehouse","34-017-1003","AQS"
"10/01/1989","34","","MADISON AVE","36-061-0077","AQS"
"10/03/1989","30","","Jersey City Firehouse","34-017-1003","AQS"
"10/05/1989","20","","Jersey City Firehouse","34-017-1003","AQS"
"10/07/1989","39","","MADISON AVE","36-061-0077","AQS"
"10/09/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"10/11/1989","29","","Jersey City Firehouse","34-017-1003","AQS"
"10/13/1989","74","","MADISON AVE","36-061-0077","AQS"
"10/15/1989","49","","Jersey City Firehouse","34-017-1003","AQS"
"10/17/1989","33","","Jersey City Firehouse","34-017-1003","AQS"
"10/19/1989","42","","MADISON AVE","36-061-0077","AQS"
"10/21/1989","24","","Jersey City Firehouse","34-017-1003","AQS"
"10/23/1989","38","","Jersey City Firehouse","34-017-1003","AQS"
"10/25/1989","80","","MADISON AVE","36-061-0077","AQS"
"10/27/1989","69","","Jersey City Firehouse","34-017-1003","AQS"
"10/29/1989","65","","Jersey City Firehouse","34-017-1003","AQS"
"10/31/1989","53","","","34-031-0002","AQS"
"11/02/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"11/06/1989","70","","MADISON AVE","36-061-0077","AQS"
"11/08/1989","50","","Jersey City Firehouse","34-017-1003","AQS"
"11/10/1989","10","","Jersey City Firehouse","34-017-1003","AQS"
"11/12/1989","23","","MADISON AVE","36-061-0077","AQS"
"11/14/1989","52","","Jersey City Firehouse","34-017-1003","AQS"
"11/16/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"11/18/1989","59","","","36-061-0069","AQS"
"11/20/1989","44","","Jersey City Firehouse","34-017-1003","AQS"
"11/22/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"11/24/1989","52","","MADISON AVE","36-061-0077","AQS"
"11/26/1989","35","","Jersey City Firehouse","34-017-1003","AQS"
"11/30/1989","53","","MADISON AVE","36-061-0077","AQS"
"12/06/1989","67","","MADISON AVE","36-061-0077","AQS"
"12/12/1989","88","","PS 314","36-047-0052","AQS"
"12/14/1989","40","","Jersey City Firehouse","34-017-1003","AQS"
"12/16/1989","19","","Jersey City Firehouse","34-017-1003","AQS"
"12/18/1989","56","","PS 314","36-047-0052","AQS"
"12/22/1989","15","","Jersey City Firehouse","34-017-1003","AQS"
"12/24/1989","36","","","36-061-0069","AQS"
"12/28/1989","33","","Jersey City Firehouse","34-017-1003","AQS"
"12/30/1989","52","","","36-061-0069","AQS"
"01/01/1990","13","","Jersey City Firehouse","34-017-1003","AQS"
"01/03/1990","55","","Jersey City Firehouse","34-017-1003","AQS"
"01/05/1990","62","","PS 59","36-061-0056","AQS"
"01/07/1990","43","","Jersey City Firehouse","34-017-1003","AQS"
"01/09/1990","41","","Jersey City Firehouse","34-017-1003","AQS"
"01/11/1990","55","","MADISON AVE","36-061-0077","AQS"
"01/13/1990","18","","Jersey City Firehouse","34-017-1003","AQS"
"01/15/1990","41","","Jersey City Firehouse","34-017-1003","AQS"
"01/17/1990","80","","FORT LEE","34-003-0004","AQS"
"01/19/1990","16","","Jersey City Firehouse","34-017-1003","AQS"
"01/21/1990","24","","Jersey City Firehouse","34-017-1003","AQS"
"01/23/1990","44","","PS 314","36-047-0052","AQS"
"01/24/1990","11","","Jersey City Firehouse","34-017-1003","AQS"
"01/25/1990","23","","Jersey City Firehouse","34-017-1003","AQS"
"01/27/1990","20","","Jersey City Firehouse","34-017-1003","AQS"
"01/29/1990","36","","PS 314","36-047-0052","AQS"
"01/31/1990","53","","Jersey City Firehouse","34-017-1003","AQS"
"02/02/1990","47","","Jersey City Firehouse","34-017-1003","AQS"
"02/04/1990","23","","","36-061-0069","AQS"
"02/06/1990","50","","Jersey City Firehouse","34-017-1003","AQS"
"02/08/1990","50","","Jersey City Firehouse","34-017-1003","AQS"
"02/10/1990","39","","MADISON AVE","36-061-0077","AQS"
"02/12/1990","32","","Jersey City Firehouse","34-017-1003","AQS"
"02/14/1990","29","","Jersey City Firehouse","34-017-1003","AQS"
"02/16/1990","70","","FORT LEE","34-003-0004","AQS"
"02/18/1990","20","","Jersey City Firehouse","34-017-1003","AQS"
"02/22/1990","56","","MADISON AVE","36-061-0077","AQS"
"02/24/1990","15","","Jersey City Firehouse","34-017-1003","AQS"
"02/28/1990","53","","FORT LEE","34-003-0004","AQS"
"03/02/1990","57","","Jersey City Firehouse","34-017-1003","AQS"
"03/04/1990","13","","Jersey City Firehouse","34-017-1003","AQS"
"03/06/1990","52","","PS 314","36-047-0052","AQS"
"03/08/1990","53","","Jersey City Firehouse","34-017-1003","AQS"
"03/10/1990","53","","Jersey City Firehouse","34-017-1003","AQS"
"03/12/1990","74","","","34-013-0013","AQS"
"03/14/1990","62","","Jersey City Firehouse","34-017-1003","AQS"
"03/16/1990","37","","Jersey City Firehouse","34-017-1003","AQS"
"03/18/1990","31","","PS 59","36-061-0056","AQS"
"03/20/1990","20","","Jersey City Firehouse","34-017-1003","AQS"
"03/22/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/24/1990","47","","PS 59","36-061-0056","AQS"
"03/26/1990","35","","Jersey City Firehouse","34-017-1003","AQS"
"03/28/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"03/30/1990","39","","MADISON AVE","36-061-0077","AQS"
"04/01/1990","30","","Jersey City Firehouse","34-017-1003","AQS"
"04/03/1990","17","","Jersey City Firehouse","34-017-1003","AQS"
"04/05/1990","52","","MADISON AVE","36-061-0077","AQS"
"04/07/1990","18","","Jersey City Firehouse","34-017-1003","AQS"
"04/09/1990","33","","Jersey City Firehouse","34-017-1003","AQS"
"04/11/1990","38","","MADISON AVE","36-061-0077","AQS"
"04/13/1990","24","","Jersey City Firehouse","34-017-1003","AQS"
"04/15/1990","18","","Jersey City Firehouse","34-017-1003","AQS"
"04/17/1990","51","","MADISON AVE","36-061-0077","AQS"
"04/19/1990","38","","Jersey City Firehouse","34-017-1003","AQS"
"04/21/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"04/23/1990","51","","PS 314","36-047-0052","AQS"
"04/25/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"04/27/1990","42","","Jersey City Firehouse","34-017-1003","AQS"
"04/29/1990","41","","","34-013-0011","AQS"
"05/01/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"05/03/1990","34","","Jersey City Firehouse","34-017-1003","AQS"
"05/05/1990","42","","MADISON AVE","36-061-0077","AQS"
"05/07/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"05/09/1990","61","","Jersey City Firehouse","34-017-1003","AQS"
"05/11/1990","39","","MADISON AVE","36-061-0077","AQS"
"05/13/1990","25","","Jersey City Firehouse","34-017-1003","AQS"
"05/15/1990","27","","Jersey City Firehouse","34-017-1003","AQS"
"05/17/1990","65","","MADISON AVE","36-061-0077","AQS"
"05/19/1990","17","","Jersey City Firehouse","34-017-1003","AQS"
"05/21/1990","14","","Jersey City Firehouse","34-017-1003","AQS"
"05/23/1990","37","","FORT LEE","34-003-0004","AQS"
"05/25/1990","44","","Jersey City Firehouse","34-017-1003","AQS"
"05/27/1990","18","","Jersey City Firehouse","34-017-1003","AQS"
"05/29/1990","46","","MADISON AVE","36-061-0077","AQS"
"05/31/1990","28","","Jersey City Firehouse","34-017-1003","AQS"
"06/02/1990","47","","Jersey City Firehouse","34-017-1003","AQS"
"06/04/1990","53","","MADISON AVE","36-061-0077","AQS"
"06/06/1990","51","","Jersey City Firehouse","34-017-1003","AQS"
"06/08/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"06/10/1990","36","","PS 314","36-047-0052","AQS"
"06/12/1990","26","","Jersey City Firehouse","34-017-1003","AQS"
"06/14/1990","43","","Jersey City Firehouse","34-017-1003","AQS"
"06/16/1990","62","","PS 59","36-061-0056","AQS"
"06/18/1990","31","","Jersey City Firehouse","34-017-1003","AQS"
"06/20/1990","22","","Jersey City Firehouse","34-017-1003","AQS"
"06/22/1990","66","","MADISON AVE","36-061-0077","AQS"
