"Date","Carbon Monoxide AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/11/1985","34","","La Habra","06-059-5001","AQS"
"03/12/1985","74","","","06-037-8001","AQS"
"03/13/1985","95","","","06-037-8001","AQS"
"03/14/1985","41","","","06-037-8001","AQS"
"03/15/1985","50","","","06-037-8001","AQS"
"03/16/1985","77","","","06-037-8001","AQS"
"03/17/1985","76","","","06-037-8001","AQS"
"03/18/1985","65","","","06-037-8001","AQS"
"03/19/1985","65","","","06-037-8001","AQS"
"03/20/1985","82","","","06-037-8001","AQS"
"03/21/1985","49","","Reseda","06-037-1201","AQS"
"03/22/1985","53","","Burbank","06-037-1002","AQS"
"03/23/1985","118","","","06-037-8001","AQS"
"03/24/1985","120","","","06-037-8001","AQS"
"03/25/1985","47","","","06-037-8001","AQS"
"03/26/1985","49","","","06-037-8001","AQS"
"03/27/1985","20","","","06-037-8001","AQS"
"03/28/1985","34","","","06-037-8001","AQS"
"03/29/1985","35","","","06-037-8001","AQS"
"03/30/1985","66","","","06-037-8001","AQS"
"03/31/1985","63","","","06-037-8001","AQS"
"04/01/1985","100","","","06-037-8001","AQS"
"04/02/1985","95","","Lynwood","06-037-1301","AQS"
"04/03/1985","60","","Lynwood","06-037-1301","AQS"
"04/04/1985","44","","Burbank","06-037-1002","AQS"
"04/05/1985","38","","","06-037-8001","AQS"
"04/06/1985","26","","","06-037-8001","AQS"
"04/07/1985","26","","Burbank","06-037-1002","AQS"
"04/08/1985","50","","Burbank","06-037-1002","AQS"
"04/09/1985","45","","Burbank","06-037-1002","AQS"
"04/10/1985","39","","","06-037-8001","AQS"
"04/11/1985","41","","Reseda","06-037-1201","AQS"
"04/12/1985","71","","","06-037-8001","AQS"
"04/13/1985","73","","Lynwood","06-037-1301","AQS"
"04/14/1985","52","","","06-037-8001","AQS"
"04/15/1985","27","","","06-037-8001","AQS"
"04/16/1985","38","","","06-037-8001","AQS"
"04/17/1985","26","","","06-037-8001","AQS"
"04/18/1985","38","","","06-037-8001","AQS"
"04/19/1985","27","","","06-037-8001","AQS"
"04/20/1985","50","","","06-037-8001","AQS"
"04/21/1985","44","","","06-037-8001","AQS"
"04/22/1985","26","","","06-037-8001","AQS"
"04/23/1985","67","","","06-037-8001","AQS"
"04/24/1985","40","","","06-037-8001","AQS"
"04/25/1985","35","","Pomona","06-037-1701","AQS"
"04/26/1985","30","","","06-037-2401","AQS"
"04/27/1985","35","","Reseda","06-037-1201","AQS"
"04/28/1985","53","","Reseda","06-037-1201","AQS"
"04/29/1985","41","","Los Angeles-North Main Street","06-037-1103","AQS"
"04/30/1985","55","","Burbank","06-037-1002","AQS"
"05/01/1985","49","","Burbank","06-037-1002","AQS"
"05/02/1985","41","","Burbank","06-037-1002","AQS"
"05/03/1985","33","","Pasadena","06-037-2005","AQS"
"05/04/1985","27","","Pasadena","06-037-2005","AQS"
"05/05/1985","22","","","06-037-8001","AQS"
"05/06/1985","32","","","06-037-8001","AQS"
"05/07/1985","27","","","06-037-8001","AQS"
"05/08/1985","28","","","06-037-8001","AQS"
"05/09/1985","27","","","06-037-8001","AQS"
"05/10/1985","30","","","06-037-8001","AQS"
"05/11/1985","18","","Pasadena","06-037-2005","AQS"
"05/12/1985","27","","Reseda","06-037-1201","AQS"
"05/13/1985","55","","","06-037-8001","AQS"
"05/14/1985","56","","","06-037-8001","AQS"
"05/15/1985","45","","","06-037-8001","AQS"
"05/16/1985","27","","","06-037-8001","AQS"
"05/17/1985","30","","","06-037-8001","AQS"
"05/18/1985","47","","","06-037-8001","AQS"
"05/19/1985","24","","","06-037-8001","AQS"
"05/20/1985","33","","","06-037-8001","AQS"
"05/21/1985","32","","","06-037-8001","AQS"
"05/22/1985","39","","","06-037-8001","AQS"
"05/23/1985","34","","Burbank","06-037-1002","AQS"
"05/24/1985","33","","","06-037-8001","AQS"
"05/25/1985","26","","","06-037-8001","AQS"
"05/26/1985","11","","Burbank","06-037-1002","AQS"
"05/27/1985","15","","Burbank","06-037-1002","AQS"
"05/28/1985","33","","","06-037-8001","AQS"
"05/29/1985","40","","","06-037-8001","AQS"
"05/30/1985","54","","","06-037-8001","AQS"
"05/31/1985","28","","","06-037-8001","AQS"
"06/01/1985","28","","","06-037-8001","AQS"
"06/02/1985","27","","West Los Angeles","06-037-0113","AQS"
"06/03/1985","30","","","06-037-8001","AQS"
"06/04/1985","45","","","06-037-8001","AQS"
"06/05/1985","39","","","06-037-8001","AQS"
"06/06/1985","56","","","06-037-8001","AQS"
"06/07/1985","57","","Burbank","06-037-1002","AQS"
"06/08/1985","34","","","06-037-8001","AQS"
"06/09/1985","24","","Burbank","06-037-1002","AQS"
"06/10/1985","32","","","06-037-8001","AQS"
"06/11/1985","35","","","06-037-8001","AQS"
"06/12/1985","34","","","06-037-8001","AQS"
"06/13/1985","27","","","06-037-8001","AQS"
"06/14/1985","33","","","06-037-8001","AQS"
"06/15/1985","28","","","06-037-8001","AQS"
"06/16/1985","23","","Burbank","06-037-1002","AQS"
"06/17/1985","34","","","06-037-8001","AQS"
"06/18/1985","27","","Burbank","06-037-1002","AQS"
"06/19/1985","30","","","06-037-8001","AQS"
"06/20/1985","23","","Pasadena","06-037-2005","AQS"
"06/21/1985","27","","","06-037-8001","AQS"
"06/22/1985","26","","","06-037-8001","AQS"
"06/23/1985","23","","Reseda","06-037-1201","AQS"
"06/24/1985","18","","","06-037-8001","AQS"
"06/25/1985","26","","","06-037-8001","AQS"
"06/26/1985","43","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/27/1985","55","","Los Angeles-North Main Street","06-037-1103","AQS"
"06/28/1985","50","","Burbank","06-037-1002","AQS"
"06/29/1985","49","","Reseda","06-037-1201","AQS"
"06/30/1985","60","","Burbank","06-037-1002","AQS"
"07/01/1985","50","","Burbank","06-037-1002","AQS"
"07/02/1985","79","","Lynwood","06-037-1301","AQS"
"07/03/1985","53","","","06-037-8001","AQS"
"07/04/1985","44","","Reseda","06-037-1201","AQS"
"07/05/1985","38","","","06-037-8001","AQS"
"07/06/1985","30","","","06-037-8001","AQS"
"07/07/1985","26","","","06-037-8001","AQS"
"07/08/1985","54","","Los Angeles-North Main Street","06-037-1103","AQS"
"07/09/1985","55","","","06-037-8001","AQS"
"07/10/1985","52","","","06-037-8001","AQS"
"07/11/1985","41","","","06-037-8001","AQS"
"07/12/1985","39","","Burbank","06-037-1002","AQS"
"07/13/1985","32","","","06-037-8001","AQS"
"07/14/1985","24","","","06-037-8001","AQS"
"07/15/1985","50","","","06-037-8001","AQS"
"07/16/1985","41","","","06-037-8001","AQS"
"07/17/1985","35","","","06-037-8001","AQS"
"07/18/1985","33","","","06-037-8001","AQS"
"07/19/1985","35","","","06-037-8001","AQS"
"07/20/1985","33","","Burbank","06-037-1002","AQS"
"07/21/1985","23","","Burbank","06-037-1002","AQS"
"07/22/1985","28","","","06-037-8001","AQS"
"07/23/1985","33","","","06-037-8001","AQS"
"07/24/1985","33","","","06-037-8001","AQS"
"07/25/1985","27","","","06-037-8001","AQS"
"07/26/1985","35","","","06-037-8001","AQS"
"07/27/1985","44","","Burbank","06-037-1002","AQS"
"07/28/1985","30","","Reseda","06-037-1201","AQS"
"07/29/1985","30","","","06-037-8001","AQS"
"07/30/1985","34","","","06-037-8001","AQS"
"07/31/1985","34","","","06-037-8001","AQS"
"08/01/1985","35","","","06-037-8001","AQS"
"08/02/1985","52","","","06-037-8001","AQS"
"08/03/1985","41","","Reseda","06-037-1201","AQS"
"08/04/1985","34","","Reseda","06-037-1201","AQS"
"08/05/1985","41","","Reseda","06-037-1201","AQS"
"08/06/1985","54","","Reseda","06-037-1201","AQS"
"08/07/1985","34","","","06-037-8001","AQS"
"08/08/1985","28","","Burbank","06-037-1002","AQS"
"08/09/1985","34","","","06-037-8001","AQS"
"08/10/1985","24","","Pasadena","06-037-2005","AQS"
"08/11/1985","11","","Azusa","06-037-0002","AQS"
"08/12/1985","26","","","06-037-8001","AQS"
"08/13/1985","26","","","06-037-8001","AQS"
"08/14/1985","61","","","06-037-8001","AQS"
"08/15/1985","43","","","06-037-8001","AQS"
"08/16/1985","41","","","06-037-8001","AQS"
"08/17/1985","22","","","06-037-8001","AQS"
"08/18/1985","20","","","06-037-8001","AQS"
"08/19/1985","56","","","06-037-8001","AQS"
"08/20/1985","50","","","06-037-8001","AQS"
"08/21/1985","33","","","06-037-8001","AQS"
"08/22/1985","47","","Burbank","06-037-1002","AQS"
"08/23/1985","72","","Lynwood","06-037-1301","AQS"
"08/24/1985","82","","Burbank","06-037-1002","AQS"
"08/25/1985","59","","Burbank","06-037-1002","AQS"
"08/26/1985","56","","","06-037-8001","AQS"
"08/27/1985","38","","Burbank","06-037-1002","AQS"
"08/28/1985","51","","Burbank","06-037-1002","AQS"
"08/29/1985","51","","Reseda","06-037-1201","AQS"
"08/30/1985","50","","","06-037-8001","AQS"
"08/31/1985","51","","Reseda","06-037-1201","AQS"
"09/01/1985","34","","","06-037-8001","AQS"
"09/02/1985","22","","","06-037-8001","AQS"
"09/03/1985","20","","","06-037-8001","AQS"
"09/04/1985","45","","","06-037-8001","AQS"
"09/05/1985","40","","","06-037-8001","AQS"
"09/06/1985","54","","","06-037-8001","AQS"
"09/07/1985","39","","","06-037-8001","AQS"
"09/08/1985","24","","","06-037-8001","AQS"
"09/09/1985","22","","","06-037-8001","AQS"
"09/10/1985","40","","","06-037-8001","AQS"
"09/11/1985","40","","","06-037-8001","AQS"
"09/12/1985","70","","","06-037-8001","AQS"
"09/13/1985","108","","","06-037-8001","AQS"
"09/14/1985","81","","","06-037-8001","AQS"
"09/15/1985","49","","","06-037-8001","AQS"
"09/16/1985","45","","","06-037-8001","AQS"
"09/17/1985","23","","Pasadena","06-037-2005","AQS"
"09/18/1985","34","","","06-037-8001","AQS"
"09/19/1985","60","","","06-037-8001","AQS"
"09/20/1985","69","","","06-037-8001","AQS"
"09/21/1985","62","","","06-037-8001","AQS"
"09/22/1985","59","","","06-037-8001","AQS"
"09/23/1985","64","","Burbank","06-037-1002","AQS"
"09/24/1985","128","","","06-037-8001","AQS"
"09/25/1985","72","","","06-037-8001","AQS"
"09/26/1985","33","","","06-037-8001","AQS"
"09/27/1985","32","","","06-037-8001","AQS"
"09/28/1985","26","","Pomona","06-037-1701","AQS"
"09/29/1985","24","","","06-037-8001","AQS"
"09/30/1985","34","","","06-037-8001","AQS"
"10/01/1985","70","","","06-037-8001","AQS"
"10/02/1985","84","","","06-037-8001","AQS"
"10/03/1985","108","","","06-037-8001","AQS"
