"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"04/26/2006","50","","Jersey City Firehouse","34-017-1003","AQS"
"04/27/2006","62","","FORT LEE","34-003-0004","AQS"
"04/28/2006","48","","FORT LEE","34-003-0004","AQS"
"04/29/2006","36","","CANAL STREET","36-061-0062","AQS"
"04/30/2006","40","","FORT LEE","34-003-0004","AQS"
"05/01/2006","46","","FORT LEE","34-003-0004","AQS"
"05/02/2006","44","","FORT LEE","34-003-0004","AQS"
"05/03/2006","45","","FORT LEE","34-003-0004","AQS"
"05/04/2006","71","","Elizabeth Lab","34-039-0004","AQS"
"05/05/2006","70","","BABYLON","36-103-0002","AQS"
"05/06/2006","45","","FORT LEE","34-003-0004","AQS"
"05/07/2006","41","","FORT LEE","34-003-0004","AQS"
"05/08/2006","56","","FORT LEE","34-003-0004","AQS"
"05/09/2006","35","","FORT LEE","34-003-0004","AQS"
