"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/14/2003","113","","Azusa","06-037-0002","AQS"
"01/15/2003","88","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/16/2003","55","","Anaheim","06-059-0007","AQS"
"01/17/2003","58","","Long Beach (North)","06-037-4002","AQS"
"01/18/2003","95","","Lynwood","06-037-1301","AQS"
"01/19/2003","109","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/20/2003","107","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/21/2003","107","","Burbank","06-037-1002","AQS"
"01/22/2003","151","","Azusa","06-037-0002","AQS"
"01/23/2003","158","","Anaheim","06-059-0007","AQS"
"01/24/2003","124","","","06-037-1601","AQS"
"01/25/2003","73","","Anaheim","06-059-0007","AQS"
"01/26/2003","52","","Long Beach (North)","06-037-4002","AQS"
"01/27/2003","67","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/28/2003","110","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/29/2003","147","","Los Angeles-North Main Street","06-037-1103","AQS"
"01/30/2003","141","","Anaheim","06-059-0007","AQS"
"01/31/2003","59","","Long Beach (North)","06-037-4002","AQS"
"02/01/2003","69","","Long Beach (North)","06-037-4002","AQS"
"02/02/2003","68","","Los Angeles-North Main Street","06-037-1103","AQS"
"02/03/2003","55","","Los Angeles-North Main Street","06-037-1103","AQS"
